id,ranking,dish,name,count,stars,full_address
1998,220,spring roll,Chou's Kitchen,0.00980392156862745,4.0,910 N Alma School Rd Chandler  AZ 85224
1999,221,spring roll,Phoenix Palace,0.009708737864077669,3.5,2075 N Dobson Rd Chandler  AZ 85224
2000,222,spring roll,Wendy's Noodle Cafe,0.00966183574879227,4.0,3401 S Jones Blvd Chinatown Las Vegas  NV 89146
2001,223,spring roll,Ping Pang Pong,0.009569377990430622,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
2002,224,spring roll,Great Wall Cuisine,0.009174311926605505,4.0,5057 N 35th Ave Phoenix  AZ 85017
2003,225,spring roll,China Mama Restaurant,0.009009009009009009,3.5,3420 S Jones Blvd Chinatown Las Vegas  NV 89136
2004,226,spring roll,KJ Kitchen,0.007575757575757576,3.5,5960 Spring Mountain Rd Chinatown Las Vegas  NV 89146
2005,227,spring roll,Beijing Noodle Cafe,0.0072992700729927005,4.0,4130 S Sandhill Rd Eastside Las Vegas  NV 89121
2006,228,spring roll,Red 8,0.006711409395973154,3.5,3131 Las Vegas Blvd S The Strip Las Vegas  NV 89109
2007,229,spring roll,Joyful House Chinese Cuisine,0.005747126436781609,4.0,4601 Spring Mountain Rd Chinatown Las Vegas  NV 89102
2008,230,spring roll,Pan Asian,0.0033112582781456954,4.5,2980 S Durango Dr Ste 101 Westside Las Vegas  NV 89117
2009,1,rice chicken,Grand Dragon,0.09090909090909091,4.0,4730 W Olive Ave Glendale  AZ 85302
2010,2,rice chicken,Desert Jade,0.014705882352941176,4.0,3215 E Indian School Rd Phoenix  AZ 85018
2011,1,lotus root,Hong Kong Garden Seafood & BBQ Cafe,0.07894736842105263,3.5,3407 S. Jones Blvd Chinatown Las Vegas  NV 89146
2012,2,lotus root,King Wah Express,0.0625,4.0,4306 W Northern Ave Ste C Glendale  AZ 85301
2013,3,lotus root,Volcano Buffet,0.05555555555555555,3.0,805 N Dobson Rd Mesa  AZ 85201
2014,4,lotus root,Veggie House,0.033816425120772944,4.5,5115 Spring Mountain Rd Ste 203 Chinatown Las Vegas  NV 89146
2015,5,lotus root,Hakkasan Restaurant,0.022727272727272728,4.0,MGM Grand 3799 Las Vegas Blvd S The Strip Las Vegas  NV 89109
2016,6,lotus root,Mekong Palace,0.02,3.5,66 S Dobson Rd Ste 120 Mesa  AZ 85202
2017,7,lotus root,Ping Pang Pong,0.014354066985645933,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
2018,8,lotus root,Wendy's Noodle Cafe,0.00966183574879227,4.0,3401 S Jones Blvd Chinatown Las Vegas  NV 89146
2019,9,lotus root,China Poblano,0.0035842293906810036,3.0,3708 Las Vegas Blvd S The Strip Las Vegas  NV 89109
2020,1,rice noodle,Dragon Garden Express,0.5,2.5,10665 W Indian School Rd Avondale  AZ 85323
2021,2,rice noodle,King & I,0.3333333333333333,3.5,2605 Windmill Pkwy Henderson  NV 89074
2022,3,rice noodle,Karen's Unicorn,0.25,4.0,8b Abercromby Place New Town Edinburgh EH3 6LB
2023,4,rice noodle,China Star,0.25,3.0,515 Junction Rd Junction Ridge Madison  WI 53717
2024,5,rice noodle,Sogo Cuisine,0.25,5.0,619 Wild Ginger Avenue Waterloo  ON N2V 2S9
2025,6,rice noodle,Exclamation,0.25,4.0,58 Federick Street Kitchener  ON N2H 2L7
2026,7,rice noodle,China Chan Restaurant,0.2222222222222222,3.5,10227 N Metro Pkwy E Phoenix  AZ 85051
2027,8,rice noodle,Panda Garden,0.16666666666666666,4.0,922 Windsor St Sun Prairie  WI 53590
2028,9,rice noodle,Oasis Asian Kitchen,0.16666666666666666,5.0,4011 S Buffalo Dr Ste B106 Spring Valley Las Vegas  NV 89147
2029,10,rice noodle,Abacus Inn Chinese Restaurant,0.14285714285714285,3.0,4747 E Elliot Rd Ste 6 Phoenix  AZ 85044
2030,11,rice noodle,Chinois,0.14285714285714285,2.5,Caesars Palace Hotel & Casino  Forum Shops 3500 Las Vegas Blvd S Eastside Las Vegas  NV 89109
2031,12,rice noodle,Golden China,0.14285714285714285,3.5,10720 W Indian School Rd Phoenix  AZ 85037
2032,13,rice noodle,King Wah Express,0.125,4.0,4306 W Northern Ave Ste C Glendale  AZ 85301
2033,14,rice noodle,Yunnan Garden,0.125,4.0,3934 Schiff Dr Chinatown Las Vegas  NV 89103
2034,15,rice noodle,Wendy's Noodle Cafe,0.11594202898550725,4.0,3401 S Jones Blvd Chinatown Las Vegas  NV 89146
2035,16,rice noodle,Maxim Restaurant,0.10588235294117647,4.0,3424 N 19th Ave Phoenix  AZ 85015
2036,17,rice noodle,Tao Garden,0.10526315789473684,4.0,2050 N Alma School Rd Chandler  AZ 85224
2037,18,rice noodle,Champion Gourmet,0.1,4.0,5115 Spring Mountain Rd Chinatown Las Vegas  NV 89146
2038,19,rice noodle,Jumbo Buffet,0.1,2.5,3414 W Southern Ave Phoenix  AZ 85041
2039,20,rice noodle,Phoenix Palace,0.0970873786407767,3.5,2075 N Dobson Rd Chandler  AZ 85224
2040,21,rice noodle,Hope Kee,0.09090909090909091,3.5,7575 W Cactus Rd Peoria  AZ 85381
2041,22,rice noodle,Hong Kong Wok,0.07692307692307693,3.5,702 N Midvale Blvd Ste 120 Madison  WI 53705
2042,23,rice noodle,Dong Phuong Saigon Bowl,0.07692307692307693,3.0,8123 E Roosevelt St Scottsdale  AZ 85257
2043,24,rice noodle,BBQ King,0.07692307692307693,2.5,5650 Spring Mountain Rd Chinatown Las Vegas  NV 89146
2044,25,rice noodle,Imperial Garden Chinese Restaurant,0.07142857142857142,3.5,4214 E Washington Ave Norman Acres Madison  WI 53704
2045,26,rice noodle,Gourmet House of Hong Kong,0.06666666666666667,3.5,1438 E McDowell Rd Phoenix  AZ 85006
2046,27,rice noodle,Anna's Garden,0.06666666666666667,3.5,5740 Spring Mountain Rd Chinatown Las Vegas  NV 89146
2047,28,rice noodle,Spicy City,0.06666666666666667,3.0,4215 Spring Mountain Rd B205 Westside Las Vegas  NV 89102
2048,29,rice noodle,Golden Buddha,0.06557377049180328,3.0,668 N 44th St Phoenix  AZ 85008
2049,30,rice noodle,China City Super Buffet,0.0625,3.0,18885 N Reems Rd Ste 101 Surprise  AZ 85374
2050,31,rice noodle,Best Hong Kong Dining,0.06060606060606061,3.5,1116 S Dobson Rd Ste 123 Mesa  AZ 85202
2051,32,rice noodle,Tottie's Asian Fusion,0.05813953488372093,4.0,6204 N Scottsdale Rd Ste 106 Paradise Valley  AZ 85253
2052,33,rice noodle,Asian Hong Kong,0.05555555555555555,3.5,9880 S Rural Rd Tempe  AZ 85284
2053,34,rice noodle,Asian Cafe,0.05555555555555555,4.0,2510 W Thunderbird Rd Ste 9 Phoenix  AZ 85023
2054,35,rice noodle,World Noodle,0.05555555555555555,3.5,4355 Spring Mountain Rd Ste 101 Chinatown Las Vegas  NV 89102
2055,36,rice noodle,P F Chang's China Bistro,0.05263157894736842,3.0,6610 E Superstition Springs Blvd Mesa  AZ 85206
2056,37,rice noodle,Lao Ching Hing,0.05,3.0,Cofco Chinese Cultural Ctr 668 N 44th St Phoenix  AZ 85008
2057,38,rice noodle,China King,0.05,3.5,1050 W Ray Rd Chandler  AZ 85224
2058,39,rice noodle,J & M Chinese Cuisine Restaurant,0.05,4.0,1035 N Ellsworth Rd Mesa  AZ 85207
2059,40,rice noodle,8 fortune Chinese cuisine,0.05,4.0,13686 N 75th Ave Peoria  AZ 85381
2060,41,rice noodle,Noodles,0.04830917874396135,3.0,Bellagio Resort &Casino 3600 S Las Vegas Blvd The Strip Las Vegas  NV 89109
2061,42,rice noodle,Stir Fry Paradise,0.047619047619047616,4.0,6661 W Bell Rd Ste 101B Glendale  AZ 85308
2062,43,rice noodle,Cyclo Vietnamese Cuisine,0.046511627906976744,3.5,1919 W Chandler Blvd Chandler  AZ 85224
2063,44,rice noodle,King Wok,0.045454545454545456,3.5,860 E Warner Rd Ste 102 Gilbert  AZ 85296
2064,45,rice noodle,Chang's Hong Kong Cuisine,0.043478260869565216,3.5,4670 S Decatur Blvd Las Vegas  NV 89103
2065,46,rice noodle,Golden Phoenix Chinese Restaurant,0.041666666666666664,3.5,6048 N 16th St Phoenix  AZ 85016
2066,47,rice noodle,Henry's Taiwan Kitchen,0.041666666666666664,3.5,119 E Southern Ave Tempe  AZ 85282
2067,48,rice noodle,Mekong Palace,0.04,3.5,66 S Dobson Rd Ste 120 Mesa  AZ 85202
2068,49,rice noodle,Hue Thai,0.0380952380952381,3.5,5115 Spring Mountain Rd Ste 223 Chinatown Las Vegas  NV 89146
2069,50,rice noodle,C-Fu Gourmet Restaurant,0.037037037037037035,3.5,2051 W Warner Rd Ste 13 Chandler  AZ 85224
2070,51,rice noodle,Noodle Asia,0.036734693877551024,3.5,The Venetian 3355 Las Vegas Blvd S The Strip Las Vegas  NV 89109
2071,52,rice noodle,Orchids Garden Chinese Restaurant,0.03619909502262444,3.5,5485 W Sahara Ave Westside Las Vegas  NV 89146
2072,53,rice noodle,China Mama Restaurant,0.036036036036036036,3.5,3420 S Jones Blvd Chinatown Las Vegas  NV 89136
2073,54,rice noodle,New York Chinese Restaurant,0.034482758620689655,3.5,9430 W Lake Mead Blvd Ste 1 Summerlin Las Vegas  NV 89134
2074,55,rice noodle,China One,0.034482758620689655,4.0,921 S Rainbow Blvd Westside Las Vegas  NV 89145
2075,56,rice noodle,China Chili,0.03355704697986577,4.0,302 E Flower St Phoenix  AZ 85012
2076,57,rice noodle,Noodle Shop,0.03333333333333333,2.0,Mandalay Bay Resort & Casino 3950 S Las Vegas Boulevard The Strip Las Vegas  NV 89109
2077,58,rice noodle,Noodle Palace,0.03125,3.5,5115 Spring Mountain Rd Ste 203 Chinatown Las Vegas  NV 89146
2078,59,rice noodle,Yi Mei Champion Taiwan Deli,0.03125,3.5,3435 S Jones Blvd Chinatown Las Vegas  NV 89146
2079,60,rice noodle,Noodle ChaCha,0.03125,3.0,2021 W Sunset Rd Henderson  NV 89014
2080,61,rice noodle,Kung Fu Thai & Chinese Restaurant,0.02962962962962963,3.5,3505 S Valley View Blvd Chinatown Las Vegas  NV 89103
2081,62,rice noodle,Desert Jade,0.029411764705882353,4.0,3215 E Indian School Rd Phoenix  AZ 85018
2082,63,rice noodle,Ocha Cuisine,0.02857142857142857,4.0,1201 Las Vegas Blvd S Downtown Las Vegas  NV 89104
2083,64,rice noodle,Big Wong Restaurant,0.027906976744186046,4.0,5040 Spring Mountain Rd Chinatown Las Vegas  NV 89146
2084,65,rice noodle,Pei Wei Asian Diner,0.027777777777777776,3.5,7131 W Ray Rd. Bldg. 1 Suite 3 Chandler  AZ 85226
2085,66,rice noodle,New Asian Kitchen,0.027777777777777776,4.0,4231 W Bell Road Phoenix  AZ 85053
2086,67,rice noodle,Bangkok Orchid,0.02702702702702703,3.5,4662 E Sunset Rd Henderson  NV 89014
2087,68,rice noodle,Hong Kong Garden Seafood & BBQ Cafe,0.02631578947368421,3.5,3407 S. Jones Blvd Chinatown Las Vegas  NV 89146
2088,69,rice noodle,Thai Style Noodle House 2,0.02608695652173913,4.0,5135 S Fort Apache Ave Ste 125 Spring Valley Las Vegas  NV 89148
2089,70,rice noodle,Red House,0.02564102564102564,3.5,8902 E Via Linda 100 Scottsdale  AZ 85258
2090,71,rice noodle,Szechwan Garden,0.025,4.0,5055 W Ray Rd Ste 1 Chandler  AZ 85226
2091,72,rice noodle,Ping Pang Pong,0.023923444976076555,3.5,4000 W Flamingo Rd 4000 W Flamingo Rd Las Vegas  NV 89103
2092,73,rice noodle,Joyful House Chinese Cuisine,0.022988505747126436,4.0,4601 Spring Mountain Rd Chinatown Las Vegas  NV 89102
2093,74,rice noodle,China Wok,0.022727272727272728,3.5,2334 N Scottsdale Rd Scottsdale  AZ 85257
2094,75,rice noodle,China One,0.021739130434782608,3.5,7080 N Durango Dr Ste 130 Centennial Las Vegas  NV 89149
2095,76,rice noodle,Asian BBQ & Noodles,0.021739130434782608,4.0,3400 S Jones Blvd Ste 5C Chinatown Las Vegas  NV 89146
2096,77,rice noodle,Satay Thai Bistro & Bar,0.0213903743315508,4.0,3900 Paradise Rd Ste N Eastside Las Vegas  NV 89169
2097,78,rice noodle,Wah Kee Wonton Noodle,0.020833333333333332,3.5,600 Williamson St Ste E Williamson - Marquette Madison  WI 53703
2098,79,rice noodle,Pho Kim Long,0.02023121387283237,3.5,4029 Spring Mountain Rd Chinatown Las Vegas  NV 89102
2099,80,rice noodle,Noodle Exchange,0.02,3.5,Gold Coast 4000 W Flamingo Rd Las Vegas  NV 89103
2100,81,rice noodle,Wong's Place,0.0196078431372549,4.0,1825 E Baseline Rd. Tempe  AZ 85283
2101,82,rice noodle,Jasmine Express,0.0196078431372549,3.0,5546 Camino Al Norte North Las Vegas  NV 89031
2102,83,rice noodle,P F Chang's China Bistro,0.0196078431372549,3.0,The District 101 S Green Valley Pkwy Anthem Henderson  NV 89012
2103,84,rice noodle,Pei Wei Asian Diner,0.017857142857142856,3.5,10830 W Charleston Blvd. Suite 110 Summerlin Las Vegas  NV 89135
2104,85,rice noodle,Chop Chop Wok,0.017241379310344827,4.0,6812 W Cheyenne Ave Northwest Las Vegas  NV 89108
2105,86,rice noodle,Flamingo Palace,0.016666666666666666,3.5,350 E Bell Rd Ste 3 Phoenix  AZ 85022
2106,87,rice noodle,P F Chang's China Bistro,0.016666666666666666,3.5,1095 S Rampart Blvd Westside Las Vegas  NV 89145
2107,88,rice noodle,Asian Cafe Express,0.016483516483516484,4.5,1911 W Main St Ste 3 Mesa  AZ 85201
2108,89,rice noodle,Zine Noodles Dim Sum,0.015625,3.0,The Palazzo 3325 Las Vegas Blvd S The Strip Las Vegas  NV 89109
2109,90,rice noodle,East Ocean Dim Sum & Seafood Restaurant,0.015384615384615385,3.0,9570 S Eastern Ave Southeast Henderson  NV 89123
2110,91,rice noodle,Golden Flower Chinese Cuisine,0.015151515151515152,4.0,3315 E Russell Rd Southeast Las Vegas  NV 89120
2111,92,rice noodle,Cafe Noodle & Chinese Barbeque,0.014285714285714285,3.5,4355 Spring Mountain Rd Chinatown Las Vegas  NV 89102
2112,93,rice noodle,Island Malaysian Cuisine Halal,0.013888888888888888,4.0,5115 Spring Mountain Rd Ste 217 Chinatown Las Vegas  NV 89103
2113,94,rice noodle,Red 8,0.013422818791946308,3.5,3131 Las Vegas Blvd S The Strip Las Vegas  NV 89109
2114,95,rice noodle,George & Son's Asian Cuisine,0.013157894736842105,4.0,11291 E Via Linda Scottsdale  AZ 85259
2115,96,rice noodle,Jade Palace,0.013157894736842105,3.5,9160 E Shea Blvd Ste 101 Scottsdale  AZ 85260
2116,97,rice noodle,Szechwan Palace,0.012987012987012988,3.5,Cofco Chinese Cultural Center 668 N 44th St  Ste 108 Phoenix  AZ 85008
2117,98,rice noodle,HK Star,0.01282051282051282,3.5,3400 S Jones Blvd Ste # 15 Chinatown Las Vegas  NV 89146
2118,99,rice noodle,Rice n Noodle,0.0125,3.5,7910 S Rainbow Blvd Ste 105 Southwest Las Vegas  NV 89139
2119,100,rice noodle,Flo's,0.012345679012345678,3.5,16495 N Scottsdale Rd Scottsdale  AZ 85254
2120,101,rice noodle,Cathay House Restaurant,0.012048192771084338,3.0,5300 Spring Mountain Rd Ste 107 Chinatown Las Vegas  NV 89146
2121,102,rice noodle,Big Buddha,0.012048192771084338,4.0,16572 W Greenway Rd Ste 115 Surprise  AZ 85388
2122,103,rice noodle,Simi's Cafe,0.012048192771084338,4.5,2401 E Baseline Rd Ste 118 Gilbert  AZ 85234
2123,104,rice noodle,Ling & Louie's Asian Bar and Grill,0.011627906976744186,3.5,9397 E Shea Blvd Ste 125 Scottsdale  AZ 85260
2124,105,rice noodle,Food Express Chinese Restaurant,0.011363636363636364,4.0,2003 S Decatur Blvd Ste B Westside Las Vegas  NV 89102
2125,106,rice noodle,Noodle Pot,0.011235955056179775,3.5,4215 Spring Mountain Rd Ste B112 Chinatown Las Vegas  NV 89102
2126,107,rice noodle,Pho Chandler,0.008403361344537815,4.0,4055 S Arizona Ave Ste 8 Chandler  AZ 85248
2127,108,rice noodle,Beijing Noodle Cafe,0.0072992700729927005,4.0,4130 S Sandhill Rd Eastside Las Vegas  NV 89121
2128,109,rice noodle,Pan Asian,0.006622516556291391,4.5,2980 S Durango Dr Ste 101 Westside Las Vegas  NV 89117
2129,1,frog legs,Buffet Asia,0.1836734693877551,3.0,2380 S Rainbow Blvd Westside Las Vegas  NV 89146
2130,2,frog legs,Buffet @ Asia,0.07142857142857142,3.0,9901 Eastern Ave Ste 110 Southeast Las Vegas  NV 89183
2131,3,frog legs,China Town Buffet,0.0625,2.5,1807 E Baseline Rd Tempe  AZ 85283
2132,4,frog legs,Volcano Buffet,0.05555555555555555,3.0,805 N Dobson Rd Mesa  AZ 85201
2133,5,frog legs,Hong Kong Gourmet Buffet,0.05263157894736842,3.5,4909 E Chandler Blvd Phoenix  AZ 85048
2134,6,frog legs,Szechwan Garden,0.05,4.0,5055 W Ray Rd Ste 1 Chandler  AZ 85226
2135,7,frog legs,Buffet at Asia,0.043478260869565216,2.5,4090 S Eastern Ave Eastside Las Vegas  NV 89119
2136,8,frog legs,1900 Asian Cuisine,0.03571428571428571,3.0,5115 Spring Mountain Rd Ste 103 Chinatown Las Vegas  NV 89146
2137,9,frog legs,Dong Ting Spring,0.02631578947368421,4.0,4850 W Flamingo Rd Ste 34-34 Las Vegas  NV 89103
2138,10,frog legs,KJ Kitchen,0.022727272727272728,3.5,5960 Spring Mountain Rd Chinatown Las Vegas  NV 89146
2139,11,frog legs,Gourmet House of Hong Kong,0.022222222222222223,3.5,1438 E McDowell Rd Phoenix  AZ 85006
2140,12,frog legs,Ichiban Sichuan,0.014084507042253521,4.0,610 S Park St Greenbush Madison  WI 53715
2141,1,egg roll,China Panda Buffet,1.0,2.5,1326 S Country Club Dr Mesa  AZ 85210
2142,2,egg roll,Garden Express,1.0,3.0,1825 W Buckeye Rd Phoenix  AZ 85007
2143,3,egg roll,Hong Kong Express Chinese Food,1.0,3.0,1501 N 43rd Avenue Phoenix  AZ 85009
2144,4,egg roll,Golden Nugget Chinese Buffet,1.0,3.5,4955 W Indian School Rd Phoenix  AZ 85031
2145,5,egg roll,Asian Express,1.0,3.0,9145 Las Vegas Boulevard S Southeast Las Vegas  NV 89123
2146,6,egg roll,Flo's Hong Kong Food Market,1.0,2.5,20775 N Pima Rd Scottsdale  AZ 85255
2147,7,egg roll,Lotus Chinese Restaurant & Lounge,1.0,3.5,215 S Water St Henderson  NV 89015
2148,8,egg roll,China Inn,0.75,3.0,4702 Cottage Grove Rd Rolling Meadows Madison  WI 53716
2149,9,egg roll,Go Go China,0.75,2.0,13636 N Tatum Blvd Ste 10 Phoenix  AZ 85032
2150,10,egg roll,King Wong Chinese Food,0.6216216216216216,4.5,2545 N 32nd St Phoenix  AZ 85008
2151,11,egg roll,Chopstix Express,0.6,2.5,2625 S Decatur Blvd Westside Las Vegas  NV 89102
2152,12,egg roll,Tao Yuan Chinese Restaurant,0.5714285714285714,3.0,4419 E Main St Ste 117 Mesa  AZ 85205
2153,13,egg roll,Lin's Golden Chinese Restaurant,0.5714285714285714,4.5,5037 W Thomas Rd Phoenix  AZ 85035
2154,14,egg roll,Wahsun Chinese Restaurant,0.5681818181818182,4.0,8056 N 19th Ave Phoenix  AZ 85021
2155,15,egg roll,Grand China Restaurant,0.5,3.0,2608 Allen Blvd Middleton  WI 53562
2156,16,egg roll,Taste of China,0.5,3.0,5415 Monona Dr Monona  WI 53716
2157,17,egg roll,Wongs To Go,0.5,4.0,5219 S 7th St Phoenix  AZ 85040
2158,18,egg roll,Pick Up Stix,0.5,3.0,4030 W Ray Rd Chandler  AZ 85226
2159,19,egg roll,Grand China,0.5,3.5,4444 W Craig Rd Ste 126 North Las Vegas  NV 89032
2160,20,egg roll,Panda Express,0.5,4.0,5130 S Fort Apache Rd Ste 215 Spring Valley Las Vegas  NV 89148
2161,21,egg roll,Shanghai Express,0.5,3.0,3302 W Thomas Rd Phoenix  AZ 85017
2162,22,egg roll,Dragon Garden Express,0.5,2.5,10665 W Indian School Rd Avondale  AZ 85323
2163,23,egg roll,Peter Wong Chinese Restaurant,0.5,3.0,1534 W Camelback Rd Phoenix  AZ 85015
2164,24,egg roll,Canton Dragon,0.45454545454545453,4.0,7307 W Indian School Rd Phoenix  AZ 85033
2165,25,egg roll,Pearl Wok To Go,0.42857142857142855,3.5,8550 W Charleston Blvd Ste 100 Westside Las Vegas  NV 89117
2166,26,egg roll,Gold Chef,0.42857142857142855,3.5,1055 S Arizona Ave Ste 10 Chandler  AZ 85286
2167,27,egg roll,Hong Kong Chinese Cuisine,0.42857142857142855,3.5,1920 W Thunderbird Rd Phoenix  AZ 85023
2168,28,egg roll,Queen's Bowl Chinese Food,0.4,4.5,6245 W Chandler Blvd Chandler  AZ 85226
2169,29,egg roll,Wokee Express,0.375,4.0,745 N Gilbert Rd Ste 112 Gilbert  AZ 85234
2170,30,egg roll,Cheng's Express,0.375,2.5,5479 S Rainbow Blvd Spring Valley Las Vegas  NV 89118
2171,31,egg roll,New York Chinese Restaurant,0.36666666666666664,3.5,655 S Green Valley Pkwy Ste 140 Henderson  NV 89052
2172,32,egg roll,Wang Express,0.35714285714285715,3.5,4747 E Bell Rd Ste 19 Phoenix  AZ 85032
2173,33,egg roll,China Restaurant,0.35294117647058826,4.0,4709 E Southern Avenue Phoenix  AZ 85042
2174,34,egg roll,China Wok Buffet,0.3333333333333333,2.5,6913 University Ave Middleton  WI 53562
2175,35,egg roll,Golden Coin,0.3333333333333333,2.0,3224 E Thomas Rd Phoenix  AZ 85018
2176,36,egg roll,Golden Bowl Chinese Food,0.3333333333333333,3.5,3208 E Cactus Road Phoenix  AZ 85032
2177,37,egg roll,China Farm Chinese Buffet,0.3333333333333333,2.5,3135 S 48th St Tempe  AZ 85282
2178,38,egg roll,Chung Ming Restaurant,0.3333333333333333,3.5,4312 W Cactus Rd Ste 11 Glendale  AZ 85304
2179,39,egg roll,Asia Express,0.3333333333333333,3.5,721 N High Point Rd Wexford Madison  WI 53717
2180,40,egg roll,Panda Express,0.3333333333333333,3.0,1714 E Guadalupe Road Tempe  AZ 85283
2181,41,egg roll,Panda Express,0.3333333333333333,3.0,4780 W Tropicana Ave Las Vegas  NV 89103
2182,42,egg roll,Panda Express,0.3333333333333333,4.0,5010 W Baseline Rd Laveen  AZ 85339
2183,43,egg roll,A8 China,0.3333333333333333,2.5,608 University Ave Capitol Madison  WI 53703
2184,44,egg roll,Cook On Wok,0.3333333333333333,3.0,10612 S Eastern Ave Ste A Anthem Henderson  NV 89077
2185,45,egg roll,Panda Express,0.3333333333333333,2.5,1320 W Elliot Rd Tempe  AZ 85284
2186,46,egg roll,Meiwei China Bistro,0.3333333333333333,3.5,15332 W Bell Rd Ste 132 Surprise  AZ 85374
2187,47,egg roll,Wong's Jr,0.3333333333333333,3.5,8317 W Peoria Ave Peoria  AZ 85345
2188,48,egg roll,Chen's Chinese Bistro,0.3333333333333333,4.0,5341 S Superstition Mountain Dr Gold Canyon  AZ 85218
2189,49,egg roll,Lai Lai Restaurant,0.3333333333333333,4.0,175 W Avenue Kitchener  ON N2G 1R9
2190,50,egg roll,China Roll,0.3333333333333333,4.0,Desert Inn and Nellis Blvd Las Vegas  NV 89122
2191,51,egg roll,Oasis Asian Kitchen,0.3333333333333333,5.0,4011 S Buffalo Dr Ste B106 Spring Valley Las Vegas  NV 89147
2192,52,egg roll,8 Fortune Cusine,0.3333333333333333,3.5,13686 N 75th Ave Peoria  AZ 85381
2193,53,egg roll,Jade Star,0.3333333333333333,3.5,10050 W Bell Rd Ste 8 Sun City  AZ 85351
2194,54,egg roll,Tam's,0.3125,4.0,1714 E Broadway Rd Phoenix  AZ 85040
2195,55,egg roll,China Garden,0.3,3.5,4331 E Baseline Rd Ste B-109 Gilbert  AZ 85206
2196,56,egg roll,China A GoGo,0.29411764705882354,4.0,10140 W Tropicana Ave Ste 123 Spring Valley Las Vegas  NV 89147
2197,57,egg roll,Chopstix,0.2903225806451613,3.5,2381 E Windmill Ln Southeast Las Vegas  NV 89123
2198,58,egg roll,China Rainbow,0.2857142857142857,3.5,6630 W Cactus Rd Ste 102 Glendale  AZ 85304
2199,59,egg roll,Sing High Chop Suey House,0.2857142857142857,3.0,27 W Madison St Phoenix  AZ 85003
2200,60,egg roll,Pei Wok,0.2857142857142857,3.0,3233 E Chandler Blvd Ste 6 Phoenix  AZ 85048
2201,61,egg roll,New York Chinese Restaurant,0.28,3.5,3555 S Fort Apache Rd Spring Valley Las Vegas  NV 89147
2202,62,egg roll,Good China Restaurant,0.2777777777777778,4.0,6544 W Thomas Rd Ste 38 Phoenix  AZ 85033
2203,63,egg roll,New York Chinese Restaurant,0.27586206896551724,3.5,9430 W Lake Mead Blvd Ste 1 Summerlin Las Vegas  NV 89134
2204,64,egg roll,Mister Wong,0.26666666666666666,4.0,10627 N 19th Ave Phoenix  AZ 85029
2205,65,egg roll,Liu's Kitchen,0.2608695652173913,3.5,7377 S Jones Blvd Southwest Las Vegas  NV 89139
2206,66,egg roll,Beijing Chinese Cuisine,0.25925925925925924,4.0,9255 S Eastern Ave Ste 330-4 Southeast Las Vegas  NV 89123
2207,67,egg roll,Canton Wong,0.25,2.5,2545 N 32nd St Phoenix  AZ 85008
2208,68,egg roll,Ha Ha China,0.25,3.5,11849 N Saguaro Blvd Fountain Hills  AZ 85268
2209,69,egg roll,Golden Egg Roll,0.25,3.5,3320 S Priest Dr Tempe  AZ 85282
2210,70,egg roll,Sizzling Wok,0.25,3.5,621 W Wickenburg Way Wickenburg  AZ 85390
2211,71,egg roll,Grand China Fine Chinese Cuisine,0.25,2.5,7045 W Ann Rd Ste 110 Northwest Las Vegas  NV 89130
2212,72,egg roll,Chang Jiang Restaurant,0.25,3.5,5710 Raymond Rd Meadowood Madison  WI 53711
2213,73,egg roll,House of Egg Roll,0.25,2.5,961 W Ray Rd Ste 11 Chandler  AZ 85225
2214,74,egg roll,Panda Express,0.25,4.0,4309 W Bethany Home Rd Glendale  AZ 85301
2215,75,egg roll,Happy Food,0.25,2.5,3 W Baseline Rd Phoenix  AZ 85041
2216,76,egg roll,China Rice,0.25,3.5,1352 E Broadway Rd Mesa  AZ 85204
2217,77,egg roll,China Star,0.25,3.0,515 Junction Rd Junction Ridge Madison  WI 53717
2218,78,egg roll,Max Asia Cafe,0.25,4.0,1018 N Arizona Ave Chandler  AZ 85225
2219,79,egg roll,China One,0.25,3.5,3955 S Durango Dr Ste B2 Spring Valley Las Vegas  NV 89147
2220,80,egg roll,Magic Wok,0.25,4.0,2044 Atwood Ave Schenk - Atwood Madison  WI 53704
2221,81,egg roll,Gata Thai Cuisine,0.25,4.0,35 S Gibson Rd Henderson  NV 89012
2222,82,egg roll,The Lotus,0.23529411764705882,3.5,215 S Water St Henderson  NV 89015
2223,83,egg roll,The Wok Express,0.23529411764705882,4.0,4835 E Greenway Rd Phoenix  AZ 85034
2224,84,egg roll,Tom's Red Pepper,0.23529411764705882,3.5,1019 N Gammon Rd Middleton  WI 53562
2225,85,egg roll,Jimmy Woo's,0.23333333333333334,3.0,4233 N Scottsdale Rd Scottsdale  AZ 85251
2226,86,egg roll,Beijing Restaurant,0.22413793103448276,4.0,2040 S Alma School Rd Ste 13 Chandler  AZ 85286
2227,87,egg roll,Mandarin Express,0.2222222222222222,4.0,6895 E Lake Mead Blvd Ste A3 Sunrise Las Vegas  NV 89156
2228,88,egg roll,China Grill,0.2222222222222222,3.5,7518 W Thunderbird Rd Ste 3 Peoria  AZ 85381
